,INFLATION,DXY,SP500,10Y_BOND,Term Spread,UNEMPLOYMENT,EXPINF10YR
2005-09-01,4.74183,89.5199966430664,1228.81005859375,4.328000068664551,0.8580000400543213,5.0,2.3536565
2005-10-01,4.3501,90.06999969482422,1207.010009765625,4.559000015258789,0.7539999485015869,5.0,2.5492617
2005-11-01,3.33855,91.56999969482422,1249.47998046875,4.5,0.6429998874664307,5.0,2.5758744
2005-12-01,3.33855,91.16999816894531,1248.2900390625,4.394999980926514,0.4100000858306885,4.9,2.5702512
2006-01-01,4.01879,88.95999908447266,1280.0799560546875,4.5269999504089355,0.15700006484985352,4.7,2.4488727
2006-02-01,3.63825,90.11000061035156,1280.6600341796875,4.546999931335449,0.039999961853027344,4.8,2.5135642
2006-03-01,3.41792,89.7300033569336,1294.8699951171875,4.853000164031982,0.3380002975463867,4.7,2.4741254
2006-04-01,3.61384,86.11000061035156,1310.6099853515625,5.068999767303467,0.41899967193603516,4.7,2.6257421
2006-05-01,3.97727,84.72000122070312,1270.0899658203125,5.11299991607666,0.39799976348876953,4.6,2.6635907
2006-06-01,4.18172,85.22000122070312,1270.199951171875,5.138000011444092,0.2779998779296875,4.6,2.6658287
2006-07-01,4.10467,85.30000305175781,1276.6600341796875,4.98799991607666,0.05299997329711914,4.7,2.721923
2006-08-01,3.92657,85.05000305175781,1303.8199462890625,4.73199987411499,-0.17300033569335938,4.7,2.6194038
2006-09-01,2.01207,85.97000122070312,1335.8499755859375,4.632999897003174,-0.1270003318786621,4.5,2.5174803
2006-10-01,1.40633,85.31999969482422,1377.93994140625,4.605999946594238,-0.3340001106262207,4.4,2.485753
2006-11-01,1.9687,82.91999816894531,1400.6300048828125,4.458000183105469,-0.43199968338012695,4.5,2.3789791
2006-12-01,2.52398,83.72000122070312,1418.300048828125,4.710000038146973,-0.17500019073486328,4.4,2.3467956
2007-01-01,2.07577,84.61000061035156,1438.239990234375,4.826000213623047,-0.14899969100952148,4.6,2.5293118
2007-02-01,2.42026,83.56999969482422,1406.8199462890625,4.550000190734863,-0.44499969482421875,4.5,2.5756304
2007-03-01,2.7982,82.93000030517578,1420.8599853515625,4.6479997634887695,-0.24700021743774414,4.4,2.4594415
2007-04-01,2.59292,81.44999694824219,1482.3699951171875,4.630000114440918,-0.09499979019165039,4.5,2.4786022
2007-05-01,2.70989,82.30000305175781,1530.6199951171875,4.889999866485596,0.2999997138977051,4.4,2.524481
2007-06-01,2.69277,81.91999816894531,1503.3499755859375,5.0329999923706055,0.36299991607666016,4.6,2.6718196
2007-07-01,2.31789,80.7699966430664,1455.27001953125,4.770999908447266,-0.03900003433227539,4.7,2.6399293
2007-08-01,1.89745,80.79000091552734,1473.989990234375,4.5370001792907715,0.5470001697540283,4.6,2.4898174
2007-09-01,2.83383,77.72000122070312,1526.75,4.578999996185303,0.8789999485015869,4.7,2.4115217
2007-10-01,3.6107,76.4800033569336,1549.3800048828125,4.474999904632568,0.6549999713897705,4.7,2.4520543
2007-11-01,4.37327,76.1500015258789,1481.1400146484375,3.9719998836517334,0.9019999504089355,4.7,2.3840553
2007-12-01,4.10881,76.69999694824219,1468.3599853515625,4.034999847412109,0.8949997425079346,5.0,2.1470427
2008-01-01,4.2947,75.18000030517578,1378.550048828125,3.6389999389648438,1.7689999341964722,5.0,2.174666
2008-02-01,4.14296,73.70999908447266,1330.6300048828125,3.5339999198913574,1.7489999532699585,4.9,2.0725733
2008-03-01,3.9749,71.80000305175781,1322.699951171875,3.431999921798706,2.156999945640564,5.1,1.9412978
2008-04-01,3.90376,72.51000213623047,1385.5899658203125,3.759000062942505,2.419000029563904,5.0,2.0011092
2008-05-01,4.08841,72.87999725341797,1400.3800048828125,4.046000003814697,2.1959999799728394,5.4,2.2201559
2008-06-01,4.93597,72.45999908447266,1280.0,3.9790000915527344,2.27400004863739,5.6,2.3034655
2008-07-01,5.49751,73.2300033569336,1267.3800048828125,3.9790000915527344,2.3440001010894775,5.8,2.343078
2008-08-01,5.30802,77.37999725341797,1282.8299560546875,3.812999963760376,2.122999906539917,6.1,2.3471243
2008-09-01,4.95332,79.44999694824219,1166.3599853515625,3.8269999027252197,2.9269999265670776,6.1,2.2096956
2008-10-01,3.73106,85.62999725341797,968.75,3.9700000286102295,3.5350000262260437,6.5,2.1066821
2008-11-01,1.09992,86.5199966430664,896.239990234375,2.9570000171661377,2.9370000176131725,6.8,2.0072092
2008-12-01,-0.02223,81.30999755859375,903.25,2.24399995803833,2.1289999559521675,7.3,1.5806981
2009-01-01,-0.11359,86.0,825.8800048828125,2.8440001010894775,2.6240001022815704,7.8,1.621304
2009-02-01,0.00846,88.01000213623047,735.0900268554688,3.0409998893737793,2.7909998893737793,8.3,1.6701025
2009-03-01,-0.44648,85.43000030517578,797.8699951171875,2.684999942779541,2.4849999397993088,8.7,1.6327655
2009-04-01,-0.57632,84.61000061035156,872.8099975585938,3.124000072479248,2.999000072479248,9.0,1.6962653
2009-05-01,-1.01576,80.43000030517578,919.1400146484375,3.4649999141693115,3.334999918937683,9.4,1.8570946
2009-06-01,-1.22917,80.12999725341797,919.3200073242188,3.5230000019073486,3.3429999947547913,9.5,2.0073266
2009-07-01,-1.95876,78.3499984741211,987.47998046875,3.500999927520752,3.325999930500984,9.5,2.0420241
2009-08-01,-1.48384,78.16999816894531,1020.6199951171875,3.4010000228881836,3.271000027656555,9.6,2.0934921
2009-09-01,-1.37794,76.6500015258789,1057.0799560546875,3.306999921798706,3.1919999197125435,9.8,2.0688171
2009-10-01,-0.22397,76.30000305175781,1036.18994140625,3.3919999599456787,3.3469999581575394,10.0,1.9561555
2009-11-01,1.91459,74.87999725341797,1095.6300048828125,3.2009999752044678,3.1509999744594097,9.9,2.0233626
2009-12-01,2.81412,77.86000061035156,1115.0999755859375,3.8429999351501465,3.7929999344050884,9.9,1.9064085
2010-01-01,2.62111,79.45999908447266,1073.8699951171875,3.6089999675750732,3.53899996727705,9.8,2.0911325
2010-02-01,2.15134,80.36000061035156,1104.489990234375,3.5950000286102295,3.480000026524067,9.8,2.0165529
2010-03-01,2.28617,81.06999969482422,1169.4300537109375,3.8329999446868896,3.682999938726425,9.9,2.0067599
2010-04-01,2.20677,81.87000274658203,1186.68994140625,3.6630001068115234,3.5080001056194305,9.9,2.0631275
2010-05-01,2.00355,86.58999633789062,1089.4100341796875,3.3010001182556152,3.1510001122951508,9.6,2.0234055
2010-06-01,1.12156,86.0199966430664,1030.7099609375,2.9509999752044678,2.7809999734163284,9.4,1.8811319
2010-07-01,1.34078,81.54000091552734,1101.5999755859375,2.9070000648498535,2.767000064253807,9.4,1.7304709
2010-08-01,1.15018,83.19999694824219,1049.3299560546875,2.4769999980926514,2.3419999927282333,9.5,1.7086811
2010-09-01,1.11831,78.72000122070312,1141.199951171875,2.5169999599456787,2.361999958753586,9.5,1.580762
2010-10-01,1.1667,77.2699966430664,1183.260009765625,2.611999988555908,2.5019999891519547,9.4,1.5742367
2010-11-01,1.08454,81.19999694824219,1180.550048828125,2.796999931335449,2.636999934911728,9.8,1.5460638
2010-12-01,1.43779,79.02999877929688,1257.6400146484375,3.305000066757202,3.1900000646710396,9.3,1.6945193
2011-01-01,1.70078,77.73999786376953,1286.1199951171875,3.378000020980835,3.23300002515316,9.1,1.9670054
2011-02-01,2.1249,76.88999938964844,1327.219970703125,3.4140000343322754,3.2790000289678574,9.0,1.9901515
2011-03-01,2.61924,75.86000061035156,1325.8299560546875,3.4539999961853027,3.363999992609024,9.0,2.048335
2011-04-01,3.07723,72.93000030517578,1363.6099853515625,3.2960000038146973,3.256000004708767,9.1,2.099215
2011-05-01,3.45897,74.63999938964844,1345.199951171875,3.049999952316284,3.009999953210354,9.0,2.032293
2011-06-01,3.50232,74.30000305175781,1320.6400146484375,3.1579999923706055,3.1429999927058816,9.1,1.894122
2011-07-01,3.57988,73.9000015258789,1292.280029296875,2.805000066757202,2.7150000631809235,9.0,1.9889734
2011-08-01,3.755,74.12999725341797,1218.8900146484375,2.2179999351501465,2.2029999354854226,9.0,1.7313642
2011-09-01,3.81262,78.55000305175781,1131.4200439453125,1.9240000247955322,1.9140000250190496,9.0,1.5583105
2011-10-01,3.52227,76.16999816894531,1253.300048828125,2.174999952316284,2.169999952428043,8.8,1.5883361
2011-11-01,3.45143,78.38999938964844,1246.9599609375,2.068000078201294,2.05300007853657,8.6,1.6085842
2011-12-01,3.06207,80.16999816894531,1257.5999755859375,1.871000051498413,1.8660000516101718,8.5,1.6422125
2012-01-01,3.00877,79.27999877929688,1312.4100341796875,1.7990000247955322,1.7440000250935555,8.3,1.6011744
2012-02-01,2.89818,78.7300033569336,1365.6800537109375,1.9769999980926514,1.9019999951124191,8.3,1.5458862
2012-03-01,2.58288,78.93000030517578,1408.469970703125,2.2160000801086426,2.1510000824928284,8.2,1.5801475
2012-04-01,2.27316,78.79000091552734,1397.9100341796875,1.9149999618530273,1.8249999582767487,8.2,1.6497201
2012-05-01,1.73794,83.04000091552734,1310.3299560546875,1.5809999704360962,1.5209999717772007,8.2,1.5553438
2012-06-01,1.65387,81.6500015258789,1362.1600341796875,1.659000039100647,1.5790000408887863,8.2,1.4156358
2012-07-01,1.41751,82.63999938964844,1379.3199462890625,1.4919999837875366,1.3919999822974205,8.2,1.4852789
2012-08-01,1.68593,81.25,1406.5799560546875,1.562000036239624,1.4770000353455544,8.1,1.480409
2012-09-01,1.94972,79.94000244140625,1440.6700439453125,1.6369999647140503,1.5469999611377716,7.8,1.5292492
2012-10-01,2.15568,79.91999816894531,1412.1600341796875,1.6859999895095825,1.580999992787838,7.8,1.5026504
2012-11-01,1.79602,80.1500015258789,1416.1800537109375,1.6059999465942383,1.530999943614006,7.7,1.5179508
2012-12-01,1.7595,79.7699966430664,1426.18994140625,1.75600004196167,1.7210000418126583,7.9,1.5262619
2013-01-01,1.68406,79.20999908447266,1498.1099853515625,1.9850000143051147,1.9200000166893005,8.0,1.4890559
2013-02-01,2.01814,81.9800033569336,1514.6800537109375,1.8880000114440918,1.7880000099539757,7.7,1.5381946
2013-03-01,1.51875,82.98999786376953,1569.18994140625,1.8519999980926514,1.7870000004768372,7.5,1.4118858
2013-04-01,1.13881,81.7300033569336,1597.5699462890625,1.6749999523162842,1.6299999505281448,7.6,1.4618435
2013-05-01,1.39039,83.37999725341797,1630.739990234375,2.1640000343322754,2.1340000350028276,7.5,1.4138488
2013-06-01,1.71579,83.16999816894531,1606.280029296875,2.4779999256134033,2.4479999262839556,7.5,1.5503442
2013-07-01,1.88547,81.44999694824219,1685.72998046875,2.5929999351501465,2.5629999358206987,7.3,1.634568
2013-08-01,1.53881,82.08999633789062,1632.969970703125,2.749000072479248,2.729000072926283,7.2,1.7580797
2013-09-01,1.09473,80.22000122070312,1681.550048828125,2.615000009536743,2.610000009648502,7.2,1.8688006
2013-10-01,0.8768,80.19999694824219,1756.5400390625,2.5420000553131104,2.5090000554919243,7.2,1.7246934
2013-11-01,1.23287,80.68000030517578,1805.81005859375,2.740999937057495,2.6859999373555183,6.9,1.7163045
2013-12-01,1.51284,80.04000091552734,1848.3599853515625,3.0260000228881836,2.9630000218749046,6.7,1.7851389
2014-01-01,1.55776,81.2699966430664,1782.5899658203125,2.6679999828338623,2.6579999830573797,6.6,1.8490071
2014-02-01,1.12047,79.77999877929688,1859.449951171875,2.6579999923706055,2.6149999909102917,6.7,1.7690838
2014-03-01,1.61269,80.0999984741211,1872.3399658203125,2.7230000495910645,2.695000048726797,6.7,1.7451938
2014-04-01,2.01513,79.48999786376953,1883.949951171875,2.6480000019073486,2.6280000023543835,6.2,1.87485
2014-05-01,2.16695,80.37000274658203,1923.5699462890625,2.4570000171661377,2.42700001783669,6.3,1.8687902
2014-06-01,2.05898,79.77999877929688,1960.22998046875,2.5160000324249268,2.4960000328719616,6.1,1.8300901
2014-07-01,1.97424,81.45999908447266,1930.6700439453125,2.555999994277954,2.5379999950528145,6.2,1.8823807
2014-08-01,1.7151,82.75,2003.3699951171875,2.3429999351501465,2.324999935925007,6.1,1.8790741
2014-09-01,1.68405,85.94000244140625,1972.2900390625,2.507999897003174,2.494999896734953,5.9,1.9131183
2014-10-01,1.60954,86.87999725341797,2018.050048828125,2.3350000381469727,2.3320000381208956,5.7,1.8727096
2014-11-01,1.23152,88.36000061035156,2067.56005859375,2.194000005722046,2.1890000058338046,5.8,1.8157437
2014-12-01,0.65312,90.2699966430664,2058.89990234375,2.1700000762939453,2.133000075817108,5.6,1.8521375
2015-01-01,-0.22993,94.80000305175781,1994.989990234375,1.6749999523162842,1.6699999524280429,5.7,1.6943704
2015-02-01,-0.08703,95.25,2104.5,2.002000093460083,1.9940000930801034,5.5,1.5339526
2015-03-01,-0.02203,98.36000061035156,2067.889892578125,1.934000015258789,1.90900001488626,5.4,1.7034873
2015-04-01,-0.10403,94.5999984741211,2085.510009765625,2.0460000038146973,2.041000003926456,5.4,1.7122854
2015-05-01,0.03503,96.91000366210938,2107.389892578125,2.0950000286102295,2.0920000285841525,5.6,1.793767
2015-06-01,0.17957,95.48999786376953,2063.110107421875,2.3350000381469727,2.32500003837049,5.3,1.8240356
2015-07-01,0.22569,97.37000274658203,2103.840087890625,2.2049999237060547,2.1469999253749847,5.2,1.8829511
2015-08-01,0.2413,95.94999694824219,1972.1800537109375,2.200000047683716,2.197000047657639,5.1,1.817785
2015-09-01,0.00884,96.3499984741211,1920.030029296875,2.059999942779541,2.0549999428912997,5.0,1.83859304
2015-10-01,0.12762,96.94999694824219,2079.360107421875,2.1510000228881836,2.0830000191926956,5.0,1.7425951
2015-11-01,0.43632,100.16999816894531,2080.409912109375,2.2179999351501465,2.047999933362007,5.1,1.802926
2015-12-01,0.63872,98.62999725341797,2043.93994140625,2.2690000534057617,2.121000051498413,5.0,1.81273123
2016-01-01,1.2375,99.61000061035156,1940.239990234375,1.930999994277954,1.6309999823570251,4.8,1.85042813
2016-02-01,0.84728,98.20999908447266,1932.22998046875,1.7400000095367432,1.4320000112056732,4.9,1.7071694
2016-03-01,0.89162,94.58999633789062,2059.739990234375,1.7860000133514404,1.5930000096559525,5.0,1.64890624
2016-04-01,1.17263,93.08000183105469,2065.300048828125,1.819000005722046,1.626000002026558,5.1,1.71603963
2016-05-01,1.07848,95.88999938964844,2096.949951171875,1.8339999914169312,1.5509999990463257,4.8,1.74893221
2016-06-01,1.07929,96.13999938964844,2098.860107421875,1.4880000352859497,1.2400000393390656,4.9,1.72374515
2016-07-01,0.86836,95.52999877929688,2173.60009765625,1.4579999446868896,1.2179999500513077,4.8,1.63004592
2016-08-01,1.05532,96.0199966430664,2170.949951171875,1.5679999589920044,1.2479999661445618,4.9,1.64768851
2016-09-01,1.54864,95.45999908447266,2168.27001953125,1.6080000400543213,1.3480000495910645,5.0,1.72789683
2016-10-01,1.68592,98.44999694824219,2126.14990234375,1.8339999914169312,1.539000004529953,4.9,1.70459005
2016-11-01,1.68433,101.5,2198.81005859375,2.368000030517578,1.9000000357627869,4.7,1.75829573
2016-12-01,2.0508,102.38999938964844,2238.830078125,2.446000099182129,1.966000109910965,4.7,1.95369171
2017-01-01,2.51039,99.51000213623047,2278.8701171875,2.4509999752044678,1.9509999752044678,4.7,1.92241681
2017-02-01,2.81036,101.12000274658203,2363.639892578125,2.3580000400543213,1.8350000381469727,4.6,1.92235723
2017-03-01,2.4412,100.3499984741211,2362.719970703125,2.3959999084472656,1.6579999327659607,4.4,1.88654098
2017-04-01,2.17622,99.05000305175781,2384.199951171875,2.2820000648498535,1.502000093460083,4.4,1.85758237
2017-05-01,1.85634,96.91999816894531,2411.800048828125,2.196000099182129,1.2460001111030579,4.4,1.84054543
2017-06-01,1.64057,95.66000366210938,2423.409912109375,2.302000045776367,1.3090000748634338,4.3,1.73020088
2017-07-01,1.72511,92.86000061035156,2470.300048828125,2.2920000553131104,1.2390000820159912,4.3,1.84955694
2017-08-01,1.92812,92.66999816894531,2471.64990234375,2.121000051498413,1.143000066280365,4.4,1.8153385
2017-09-01,2.18057,93.08000183105469,2519.360107421875,2.3259999752044678,1.2979999780654907,4.3,1.84386995
2017-10-01,2.02076,94.55000305175781,2575.260009765625,2.375999927520752,1.2529999017715454,4.2,1.89298914
2017-11-01,2.17249,93.01000213623047,2647.580078125,2.4170000553131104,1.1790000200271606,4.2,1.92496508
2017-12-01,2.12993,92.12000274658203,2673.610107421875,2.4049999713897705,1.0499999523162842,4.1,2.01118703
2018-01-01,2.15132,89.12999725341797,2823.81005859375,2.7200000286102295,1.290000081062317,4.0,1.95641907
2018-02-01,2.26347,90.61000061035156,2713.830078125,2.868000030517578,1.25,4.1,2.07333165
2018-03-01,2.33095,89.97000122070312,2640.8701171875,2.740999937057495,1.0709999799728394,4.0,1.97024161
2018-04-01,2.471,91.83999633789062,2648.050048828125,2.936000108718872,1.1730000972747803,4.0,1.98436343
2018-05-01,2.78192,93.98999786376953,2705.27001953125,2.822000026702881,0.9520000219345093,3.8,2.09161804
2018-06-01,2.80755,94.62999725341797,2718.3701171875,2.8489999771118164,0.968999981880188,4.0,2.04590296
2018-07-01,2.85412,94.48999786376953,2816.2900390625,2.9639999866485596,0.9789999723434448,3.8,2.09571821
2018-08-01,2.64292,95.13999938964844,2901.52001953125,2.8529999256134033,0.7979998588562012,3.8,2.14036185
2018-09-01,2.33206,95.19000244140625,2913.97998046875,3.055999994277954,0.9059998989105225,3.7,2.13615266
2018-10-01,2.49203,97.12999725341797,2711.739990234375,3.1589999198913574,0.8809998035430908,3.8,2.16677604
2018-11-01,2.14733,97.2699966430664,2760.169921875,3.013000011444092,0.7049999237060547,3.8,2.15417847
2018-12-01,2.00238,96.16999816894531,2506.85009765625,2.686000108718872,0.3860001564025879,3.9,2.09134924
2019-01-01,1.55068,95.58000183105469,2704.10009765625,2.634999990463257,0.2950000762939453,4.0,1.95832446
2019-02-01,1.52006,96.16000366210938,2784.489990234375,2.7109999656677246,0.3280000686645508,3.8,1.97069441
2019-03-01,1.85314,97.27999877929688,2834.39990234375,2.4140000343322754,0.08599996566772461,3.8,1.69207771
2019-04-01,1.99179,97.4800033569336,2945.830078125,2.509000062942505,0.14100003242492676,3.6,1.74737586
2019-05-01,1.79352,97.75,2752.06005859375,2.1419999599456787,-0.1510000228881836,3.7,1.80265678
2019-06-01,1.64968,96.12999725341797,2941.760009765625,2.0,-0.03500008583068848,3.6,1.63705342
2019-07-01,1.77976,98.5199966430664,2980.3798828125,2.0209999084472656,-0.009000062942504883,3.7,1.67609847
2019-08-01,1.74678,98.91999816894531,2926.4599609375,1.50600004196167,-0.42699992656707764,3.7,1.65909585
2019-09-01,1.71662,99.37999725341797,2976.739990234375,1.6749999523162842,-0.09500002861022949,3.5,1.56044845
2019-10-01,1.76918,97.3499984741211,3037.56005859375,1.690999984741211,0.1929999589920044,3.6,1.64198724
2019-11-01,2.0622,98.2699966430664,3140.97998046875,1.7760000228881836,0.23600006103515625,3.6,1.67935282
2019-12-01,2.31399,96.38999938964844,3230.780029296875,1.9190000295639038,0.4140000343322754,3.6,1.7145255
2020-01-01,2.50042,97.38999938964844,3225.52001953125,1.5199999809265137,0.009999990463256836,3.5,1.7346773
2020-02-01,2.33932,98.12999725341797,2954.219970703125,1.1269999742507935,-0.10300004482269287,3.5,1.61900368
2020-03-01,1.54287,99.05000305175781,2584.590087890625,0.6980000138282776,0.6680000144988298,4.4,1.26977517
2020-04-01,0.3452,99.0199966430664,2912.429931640625,0.621999979019165,0.5319999754428864,14.7,1.15834975
2020-05-01,0.22641,98.33999633789062,3044.31005859375,0.6480000019073486,0.5199999958276749,13.2,1.16234276
2020-06-01,0.71602,97.38999938964844,3100.2900390625,0.652999997138977,0.517999991774559,11.0,1.23186673
2020-07-01,1.01414,93.48999786376953,3271.1201171875,0.5360000133514404,0.4530000165104866,10.2,1.34690049
2020-08-01,1.30907,92.13999938964844,3500.31005859375,0.6930000185966492,0.5980000197887421,8.4,1.34095578
2020-09-01,1.37148,93.88999938964844,3363.0,0.6769999861717224,0.5919999852776527,7.9,1.35099923
2020-10-01,1.18253,94.04000091552734,3269.9599609375,0.8600000143051147,0.7770000174641609,6.9,1.33753773
2020-11-01,1.16756,91.87000274658203,3621.6298828125,0.843999981880188,0.7689999788999557,6.7,1.37663264
2020-12-01,1.32204,89.94000244140625,3756.070068359375,0.9169999957084656,0.8519999980926514,6.7,1.41717038
2021-01-01,1.39478,90.58000183105469,3714.239990234375,1.093000054359436,1.0450000539422035,6.3,1.37942385
2021-02-01,1.69336,90.93000030517578,3811.14990234375,1.4600000381469727,1.425000037997961,6.2,1.42757598
2021-03-01,2.63052,93.2300033569336,3972.889892578125,1.746000051498413,1.7330000512301922,6.1,1.4974036
2021-04-01,4.13055,91.27999877929688,4181.169921875,1.63100004196167,1.628000041935593,6.1,1.58314707
2021-05-01,4.91503,89.83999633789062,4204.10986328125,1.5809999704360962,1.5729999700561166,5.8,1.57835302
2021-06-01,5.28161,92.44000244140625,4297.5,1.4429999589920044,1.402999959886074,5.9,1.59628851
2021-07-01,5.22151,92.16999816894531,4395.259765625,1.2389999628067017,1.1989999637007713,5.4,1.62481074
2021-08-01,5.18829,92.62999725341797,4522.68017578125,1.3040000200271606,1.2640000209212303,5.2,1.58016294
2021-09-01,5.38363,94.25,4307.5400390625,1.5290000438690186,1.5010000430047512,4.8,1.64278592
2021-10-01,6.23775,94.12000274658203,4605.3798828125,1.5570000410079956,1.509000040590763,4.5,1.61273952
2021-11-01,6.86239,95.98999786376953,4567.0,1.4429999589920044,1.3949999585747719,4.2,1.75849648
2021-12-01,7.19446,95.66999816894531,4766.18017578125,1.5119999647140503,1.4789999648928642,3.9,1.75897506
2022-01-01,7.59528,96.54000091552734,4515.5498046875,1.781999945640564,1.608999952673912,4.0,1.7965635
2022-02-01,7.95485,96.70999908447266,4373.93994140625,1.8389999866485596,1.5509999990463257,3.8,1.92112169
2022-03-01,8.51522,98.30999755859375,4530.41015625,2.3269999027252197,1.833999902009964,3.6,1.94721641
2022-04-01,8.22777,102.95999908447266,4131.93017578125,2.88700008392334,2.0790000557899475,3.6,2.21125412
2022-05-01,8.50233,101.75,4132.14990234375,2.8440001010894775,1.814000129699707,3.6,2.37039462
2022-06-01,8.93299,104.69000244140625,3785.3798828125,2.9719998836517334,1.3719998598098755,3.6,2.40126382
2022-07-01,8.41318,105.9000015258789,4130.2900390625,2.6419999599456787,0.34399986267089844,3.5,2.22257318
2022-08-01,8.22736,108.69999694824219,3955.0,3.132999897003174,0.27300000190734863,3.7,2.09959153
2022-09-01,8.21485,112.12000274658203,3585.6201171875,3.803999900817871,0.623999834060669,3.5,2.36598926
2022-10-01,7.76249,111.52999877929688,3871.97998046875,4.077000141143799,0.10200023651123047,3.7,2.37080895
2022-11-01,7.13535,105.94999694824219,4080.110107421875,3.703000068664551,-0.5499997138977051,3.6,2.45466999
2022-12-01,6.44494,103.5199966430664,3839.5,3.878999948501587,-0.381000280380249,3.5,2.21937769
2023-01-01,6.34716,102.0999984741211,4076.60009765625,3.5290000438690186,-1.0410001277923584,3.4,2.28560928
